Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class
cat,cat,0.9944667,cat,0.0029042433,deer,0.0016391394,bird
plane,plane,0.99854654,plane,0.0009347791,ship,0.0004755311,bird
plane,deer,0.48360643,deer,0.40445808,ship,0.07787553,plane
truck,deer,0.4952855,deer,0.2198597,cat,0.16728799,ship
ship,ship,0.9995634,ship,0.00035223708,cat,7.675525e-05,frog
car,cat,0.9544268,cat,0.018696457,frog,0.013838776,deer
dog,cat,0.9676041,cat,0.024994852,deer,0.005928246,dog
horse,cat,0.8752955,cat,0.06745341,dog,0.042483293,frog
plane,plane,0.65591955,plane,0.27809918,ship,0.022885352,cat
ship,ship,0.8517662,ship,0.060182244,plane,0.058542445,cat
bird,cat,0.6138749,cat,0.22899851,dog,0.120862305,bird
deer,deer,0.87669265,deer,0.114867814,cat,0.0059668757,frog
horse,deer,0.5295986,deer,0.35291895,cat,0.09872921,dog
plane,cat,0.5498817,cat,0.42568263,dog,0.0074467734,frog
bird,bird,0.90790683,bird,0.057272818,dog,0.020559685,horse
cat,cat,0.9800222,cat,0.013017391,deer,0.006367166,dog
frog,frog,0.9849545,frog,0.014883684,cat,0.0001168017,dog
cat,cat,0.8717782,cat,0.102948934,dog,0.02327276,horse
ship,ship,0.99300164,ship,0.005740036,deer,0.00027681672,truck
dog,cat,0.7863816,cat,0.1097505,deer,0.044284303,bird
plane,plane,0.9918773,plane,0.004533326,ship,0.0024762962,bird
cat,cat,0.8855423,cat,0.10446165,dog,0.0063056946,deer
deer,deer,0.998228,deer,0.0015886612,cat,0.00012780064,dog
cat,cat,0.77862555,cat,0.13797538,frog,0.044086885,dog
truck,truck,0.9963595,truck,0.0024863975,plane,0.0007752784,ship
plane,plane,0.6337387,plane,0.27519247,deer,0.04251881,cat
frog,cat,0.91652745,cat,0.034125872,bird,0.022701427,frog
car,car,0.93373543,car,0.042894118,plane,0.010314515,ship
plane,deer,0.5068626,deer,0.3448783,plane,0.07384405,ship
truck,truck,0.66990364,truck,0.24922799,ship,0.041686606,cat
car,cat,0.96272856,cat,0.012399295,car,0.010659136,frog
plane,ship,0.70233095,ship,0.18641087,cat,0.08544592,deer
horse,horse,0.98420817,horse,0.0078010974,dog,0.0030629993,bird
truck,deer,0.88667583,deer,0.078574024,ship,0.017218191,bird
car,car,0.5967693,car,0.34265786,cat,0.053019553,frog
bird,bird,0.7169224,bird,0.27167535,deer,0.005309741,cat
frog,frog,0.9937681,frog,0.002529435,cat,0.0023361747,dog
truck,ship,0.67953116,ship,0.18667334,deer,0.060083043,cat
cat,cat,0.9982028,cat,0.0008932659,deer,0.0007755028,dog
deer,deer,0.9154025,deer,0.08161006,bird,0.001945934,plane
frog,frog,0.99676645,frog,0.0031655622,cat,4.405758e-05,ship
plane,plane,0.9938406,plane,0.0036422738,ship,0.0016249008,bird
plane,deer,0.8339361,deer,0.06009253,bird,0.055497833,plane
frog,frog,0.9998621,frog,7.828153e-05,cat,4.9919512e-05,deer
frog,frog,0.999099,frog,0.0006558975,cat,0.00010199418,ship
frog,frog,0.9079829,frog,0.07604267,cat,0.007926397,deer
cat,deer,0.64550525,deer,0.21447514,cat,0.07295208,dog
bird,bird,0.98108655,bird,0.018332615,cat,0.0005494531,dog
frog,bird,0.62560725,bird,0.1603579,deer,0.08352002,frog
car,plane,0.7951634,plane,0.18218777,ship,0.006292513,cat
ship,ship,0.59302515,ship,0.30486995,cat,0.06809518,deer
bird,cat,0.7456991,cat,0.13858855,ship,0.04806672,dog
car,car,0.93088555,car,0.033792187,frog,0.016824272,cat
frog,cat,0.9208169,cat,0.028758535,frog,0.014812543,dog
ship,ship,0.99018866,ship,0.003980722,cat,0.0021113518,frog
frog,frog,0.7097113,frog,0.28126824,bird,0.004994452,cat
ship,ship,0.8468295,ship,0.055639222,deer,0.053842008,plane
plane,deer,0.74949116,deer,0.12289802,plane,0.059675373,cat
deer,deer,0.8662268,deer,0.11378102,cat,0.010014913,dog
plane,plane,0.99127066,plane,0.0053773387,cat,0.0019061211,deer
horse,deer,0.8973663,deer,0.07936173,cat,0.014382576,dog
horse,deer,0.9994678,deer,0.00027833588,horse,0.00012242651,cat
dog,dog,0.8611368,dog,0.13289268,cat,0.0054640016,frog
dog,dog,0.92204523,dog,0.0736179,cat,0.0022757496,deer
cat,cat,0.98596823,cat,0.010971209,dog,0.0021287093,deer
dog,cat,0.9204221,cat,0.07883561,dog,0.00042557283,deer
bird,bird,0.9987062,bird,0.00061884173,cat,0.00037070637,deer
cat,cat,0.8231567,cat,0.09156774,dog,0.047048032,bird
deer,deer,0.9997873,deer,7.964866e-05,dog,6.5978114e-05,bird
car,cat,0.6517649,cat,0.21713483,dog,0.048115868,frog
horse,deer,0.6269597,deer,0.32092407,horse,0.035540756,dog
dog,cat,0.60038996,cat,0.38483673,dog,0.012944658,deer
deer,deer,0.9930661,deer,0.0025882635,cat,0.0018084092,bird
frog,cat,0.5856409,cat,0.40516862,frog,0.003400014,bird
car,car,0.8855629,car,0.07940798,cat,0.0090803,bird
truck,truck,0.97431445,truck,0.010908527,plane,0.00902156,ship
cat,cat,0.8818523,cat,0.07731263,frog,0.034982625,dog
frog,cat,0.6693004,cat,0.25187412,dog,0.07170013,frog
frog,frog,0.90564495,frog,0.077458546,cat,0.013368912,bird
truck,ship,0.45753402,ship,0.21936238,deer,0.12316554,dog
cat,cat,0.9951748,cat,0.0036520292,frog,0.0005903791,dog
ship,ship,0.55035526,ship,0.43375388,cat,0.006965736,bird
plane,frog,0.90448993,frog,0.089235604,plane,0.003190333,cat
horse,deer,0.64926934,deer,0.23283683,horse,0.09659609,dog
bird,bird,0.9517736,bird,0.043879665,cat,0.0022031574,frog
frog,frog,0.62957686,frog,0.33592868,cat,0.01618267,bird
bird,cat,0.5859642,cat,0.2190755,dog,0.082348,plane
dog,cat,0.8625947,cat,0.1355845,dog,0.0010809136,frog
ship,ship,0.65171367,ship,0.20632043,cat,0.08149035,deer
dog,cat,0.96126294,cat,0.037596703,dog,0.0009038285,deer
deer,deer,0.94444823,deer,0.031138433,cat,0.012656615,dog
frog,frog,0.9956891,frog,0.0018963465,cat,0.0016638205,deer
ship,cat,0.9498471,cat,0.030877529,ship,0.013322888,plane
truck,bird,0.38335347,bird,0.3172514,cat,0.17385457,ship
truck,cat,0.6257403,cat,0.3589,truck,0.010208784,ship
car,cat,0.8840342,cat,0.093802735,frog,0.006576558,bird
plane,ship,0.5042366,ship,0.25586933,cat,0.22433347,plane
bird,bird,0.99997497,bird,2.3882563e-05,plane,4.896903e-07,cat
bird,cat,0.8317663,cat,0.0784036,frog,0.04185261,bird
horse,deer,0.9987808,deer,0.0005356072,horse,0.00041515255,cat
cat,cat,0.6842593,cat,0.20957877,frog,0.03804,deer
bird,cat,0.6190326,cat,0.30497524,dog,0.04026704,bird
ship,ship,0.55548555,ship,0.36670527,cat,0.03711856,deer
plane,plane,0.998628,plane,0.0006775545,deer,0.00034747508,bird
truck,truck,0.89439535,truck,0.08693812,ship,0.0096116075,cat
dog,dog,0.9817409,dog,0.017657185,cat,0.0003843502,deer
ship,ship,0.96571887,ship,0.02377427,frog,0.0049265893,cat
car,cat,0.6506027,cat,0.28710452,frog,0.023074126,ship
truck,cat,0.7704323,cat,0.0991167,ship,0.068000525,truck
deer,deer,0.999271,deer,0.0006976658,cat,2.3116241e-05,dog
car,cat,0.8123729,cat,0.06266902,car,0.0499828,ship
cat,cat,0.98606896,cat,0.0069565647,dog,0.0043395227,frog
ship,ship,0.5759533,ship,0.17792441,deer,0.109905005,cat
car,car,0.95441836,car,0.027136054,frog,0.011469098,cat
deer,cat,0.7926228,cat,0.111637644,deer,0.04776962,ship
horse,horse,0.9997874,horse,0.00017141977,dog,2.0253474e-05,bird
truck,ship,0.7599405,ship,0.23116614,truck,0.0041268845,car
deer,cat,0.8546415,cat,0.11195555,deer,0.024679134,ship
bird,cat,0.802782,cat,0.0911399,deer,0.07117557,dog
horse,deer,0.92162544,deer,0.024647791,horse,0.02289575,bird
plane,deer,0.9092297,deer,0.073465735,ship,0.009588618,cat
horse,deer,0.9901008,deer,0.007965001,horse,0.0012822127,cat
plane,ship,0.77339983,ship,0.21063864,cat,0.01345892,bird
frog,frog,0.986418,frog,0.012864714,cat,0.00045714533,dog
frog,frog,0.97104126,frog,0.015999446,bird,0.011937788,cat
truck,cat,0.79578626,cat,0.11276521,frog,0.05391987,ship
plane,plane,0.9989134,plane,0.0003690807,bird,0.00035538344,cat
truck,cat,0.7105891,cat,0.097483665,plane,0.07397264,frog
bird,cat,0.9673978,cat,0.02548953,dog,0.0041536647,deer
ship,ship,0.7338634,ship,0.16827728,plane,0.07204001,bird
horse,cat,0.64153755,cat,0.16410702,dog,0.14968108,horse
bird,bird,0.9083546,bird,0.043104056,cat,0.023221292,deer
bird,cat,0.8482913,cat,0.07712759,dog,0.046923984,ship
dog,dog,0.89208347,dog,0.07381968,horse,0.017769065,cat
car,car,0.7911069,car,0.17287263,cat,0.016277803,dog
bird,bird,0.7971872,bird,0.20022818,plane,0.001688644,ship
frog,cat,0.7407757,cat,0.16739835,frog,0.049151268,bird
bird,bird,0.6776895,bird,0.30204993,frog,0.011480491,cat
truck,cat,0.82654953,cat,0.062068187,dog,0.05731241,truck
frog,cat,0.97596836,cat,0.010462057,frog,0.005724097,dog
bird,bird,0.95414597,bird,0.032496743,cat,0.007201859,deer
cat,cat,0.7950388,cat,0.20306945,dog,0.0009922372,horse
plane,cat,0.9049515,cat,0.037320457,dog,0.027695527,deer
cat,cat,0.99982256,cat,0.00014074512,frog,2.7534294e-05,ship
truck,cat,0.57732725,cat,0.2491203,ship,0.07835015,truck
ship,ship,0.43738726,ship,0.28234988,cat,0.17983103,deer
horse,deer,0.44946182,deer,0.4253502,horse,0.11946825,dog
ship,ship,0.86034465,ship,0.12468857,cat,0.00538993,frog
ship,ship,0.7561728,ship,0.15855859,cat,0.039001234,dog
deer,cat,0.86197394,cat,0.08220841,deer,0.025535133,ship
plane,deer,0.3771075,deer,0.33477882,plane,0.16924503,cat
car,cat,0.6068669,cat,0.1142138,car,0.10593223,ship
ship,cat,0.85050696,cat,0.14556204,ship,0.001597985,frog
bird,cat,0.9671784,cat,0.01907174,bird,0.009913818,dog
horse,horse,0.5131309,horse,0.4153755,dog,0.05654868,cat
truck,ship,0.9985782,ship,0.0009011173,cat,0.00021575765,plane
cat,cat,0.97121,cat,0.01954336,dog,0.005745411,frog
frog,ship,0.53405976,ship,0.3218666,frog,0.13357843,cat
car,cat,0.6655273,cat,0.31805477,frog,0.006701876,ship
truck,ship,0.6385105,ship,0.35400367,truck,0.003817776,cat
