Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class
ship,ship,0.64939225,ship,0.15490526,deer,0.12683506,plane
car,cat,0.93135923,cat,0.06036125,dog,0.0052589336,bird
car,deer,0.4517565,deer,0.26250166,ship,0.23062532,cat
horse,horse,0.9756174,horse,0.019373756,dog,0.0020091736,cat
bird,bird,0.9176917,bird,0.03749833,cat,0.011767672,plane
dog,deer,0.95948255,deer,0.01414585,horse,0.008628013,dog
bird,deer,0.96375906,deer,0.029537398,cat,0.0050614034,dog
horse,deer,0.36874172,deer,0.19571652,bird,0.1286044,ship
ship,ship,0.862465,ship,0.11420646,deer,0.012216447,plane
truck,ship,0.8876836,ship,0.041826826,truck,0.038625304,plane
plane,deer,0.62413216,deer,0.1955169,ship,0.16459127,plane
cat,cat,0.85214263,cat,0.10536532,bird,0.016846767,deer
ship,deer,0.9325328,deer,0.056555226,ship,0.0071911504,bird
frog,frog,0.9225204,frog,0.0709225,cat,0.0025475272,bird
deer,deer,0.90346116,deer,0.029074185,horse,0.022676628,ship
frog,frog,0.9948959,frog,0.00425591,cat,0.00043167121,bird
frog,deer,0.40540662,deer,0.3509059,frog,0.1564735,plane
plane,plane,0.7013018,plane,0.13717712,ship,0.093861625,cat
plane,plane,0.94573,plane,0.0478546,bird,0.005713441,cat
horse,cat,0.49130037,cat,0.18993911,bird,0.13850752,frog
deer,deer,0.7263343,deer,0.20556372,cat,0.020140741,frog
dog,cat,0.46020472,cat,0.22080696,deer,0.187129,bird
frog,frog,0.66073745,frog,0.33665845,cat,0.0019717615,dog
cat,cat,0.99681866,cat,0.0010967285,frog,0.0010621016,bird
car,car,0.9612262,car,0.033426795,ship,0.0011283109,cat
car,car,0.93637365,car,0.020699551,plane,0.01735858,cat
cat,bird,0.5674615,bird,0.1598478,plane,0.08490841,cat
frog,cat,0.66967463,cat,0.28056288,deer,0.019036345,bird
ship,ship,0.5090267,ship,0.19554488,bird,0.18399048,plane
horse,horse,0.9228839,horse,0.04299478,cat,0.028475346,dog
deer,horse,0.9048277,horse,0.083585374,deer,0.008832725,dog
plane,plane,0.9876573,plane,0.00939691,bird,0.001292713,deer
frog,bird,0.92150193,bird,0.03149987,cat,0.028385088,frog
bird,cat,0.41553685,cat,0.2619783,plane,0.115968734,bird
car,deer,0.7548278,deer,0.12863837,plane,0.055667333,ship
cat,cat,0.9906012,cat,0.004201818,dog,0.002478008,bird
plane,deer,0.35455322,deer,0.21365203,plane,0.1773985,ship
deer,deer,0.99294573,deer,0.005857109,cat,0.00033604424,plane
bird,cat,0.4725232,cat,0.27077946,frog,0.20904705,bird
horse,deer,0.7216864,deer,0.09620339,cat,0.0748591,horse
ship,ship,0.9783958,ship,0.010685201,plane,0.0067854566,deer
cat,cat,0.48654264,cat,0.4132415,deer,0.05352525,bird
car,truck,0.27160025,truck,0.20444055,frog,0.16473444,deer
bird,bird,0.6432543,bird,0.2314233,cat,0.11447833,plane
ship,ship,0.53855264,ship,0.21691783,cat,0.13691746,plane
plane,plane,0.49052998,plane,0.2420546,ship,0.19520241,bird
ship,cat,0.49376297,cat,0.30248725,ship,0.058797095,frog
cat,cat,0.5453326,cat,0.20539206,deer,0.119632415,frog
dog,frog,0.90900224,frog,0.0740425,cat,0.0072377454,plane
bird,bird,0.96518433,bird,0.030955251,plane,0.0018913408,frog
deer,deer,0.97715753,deer,0.017506985,bird,0.0021145192,cat
car,car,0.99295604,car,0.0029630992,cat,0.0029341006,ship
ship,deer,0.7127179,deer,0.22499639,ship,0.042180665,cat
truck,truck,0.79386014,truck,0.1652409,cat,0.026025314,car
car,frog,0.98476875,frog,0.0070917443,cat,0.0036187854,deer
bird,cat,0.6943941,cat,0.18515854,deer,0.05616745,bird
truck,horse,0.59514374,horse,0.16849986,deer,0.08379136,cat
horse,horse,0.9541075,horse,0.03132949,dog,0.0064239763,cat
bird,cat,0.46659577,cat,0.377037,deer,0.067654505,bird
truck,ship,0.8114252,ship,0.060727768,cat,0.05733439,plane
frog,frog,0.44745916,frog,0.43644583,cat,0.054281786,deer
dog,dog,0.6250598,dog,0.30315682,horse,0.051385768,cat
frog,frog,0.74202013,frog,0.19046915,cat,0.016463574,ship
cat,deer,0.91717106,deer,0.0547416,cat,0.019403076,horse
ship,bird,0.37918437,bird,0.29144385,ship,0.22395003,cat
horse,bird,0.43032706,bird,0.24335197,horse,0.13201757,dog
frog,frog,0.99914896,frog,0.00071717537,bird,9.929536e-05,cat
bird,cat,0.85604095,cat,0.1378127,dog,0.0058256234,bird
dog,dog,0.8710456,dog,0.06145831,horse,0.03750177,cat
bird,bird,0.932305,bird,0.060539495,cat,0.003137948,dog
ship,ship,0.9570626,ship,0.021312332,deer,0.009526806,bird
truck,frog,0.77763736,frog,0.08201887,deer,0.059881672,cat
frog,frog,0.59054327,frog,0.22349419,cat,0.09053649,deer
plane,plane,0.2987289,plane,0.27367425,deer,0.15411408,dog
plane,cat,0.43033883,cat,0.40147066,plane,0.06642739,ship
dog,cat,0.902714,cat,0.053446356,bird,0.021373998,frog
bird,bird,0.32593605,bird,0.30360088,plane,0.21661042,cat
truck,cat,0.35984448,cat,0.31610098,deer,0.14647275,truck
dog,cat,0.61857057,cat,0.13490646,deer,0.055552844,frog
deer,deer,0.9943076,deer,0.0047314446,cat,0.00044073554,bird
bird,cat,0.4399287,cat,0.29180002,bird,0.16557427,frog
car,plane,0.60779226,plane,0.14439917,frog,0.09709663,ship
frog,bird,0.51052094,bird,0.46652353,cat,0.009328632,dog
frog,deer,0.38845682,deer,0.34017694,cat,0.20939052,bird
ship,ship,0.8853722,ship,0.032907926,cat,0.029867696,deer
deer,deer,0.99365294,deer,0.006077523,bird,0.00012715353,cat
ship,ship,0.3199795,ship,0.24233508,deer,0.21305063,cat
deer,deer,0.75198907,deer,0.1371168,frog,0.047111273,plane
dog,cat,0.5051411,cat,0.44724643,deer,0.023305919,dog
plane,ship,0.9363086,ship,0.031526186,cat,0.0143177295,plane
truck,truck,0.7117715,truck,0.24007954,cat,0.035754424,car
truck,plane,0.5165979,plane,0.26325163,deer,0.15553436,truck
truck,cat,0.35945505,cat,0.25983205,deer,0.20323333,ship
ship,ship,0.9596856,ship,0.013731787,deer,0.012064736,cat
truck,truck,0.8658948,truck,0.066597514,ship,0.037947923,plane
truck,ship,0.4940186,ship,0.3931538,frog,0.034540426,truck
cat,cat,0.34818313,cat,0.24387372,horse,0.18150353,dog
horse,deer,0.81421626,deer,0.061886474,cat,0.034512665,horse
dog,cat,0.63660026,cat,0.11489387,deer,0.092202745,plane
plane,plane,0.90718883,plane,0.036418002,ship,0.030291801,truck
plane,plane,0.9722152,plane,0.023553587,ship,0.0017780778,deer
dog,dog,0.9326372,dog,0.04124085,deer,0.015327825,horse
bird,bird,0.8709143,bird,0.10553995,horse,0.018710274,plane
bird,cat,0.72613305,cat,0.10194705,deer,0.060473014,frog
cat,cat,0.99654984,cat,0.0022483687,dog,0.00083947,deer
ship,ship,0.5586623,ship,0.21850762,deer,0.13629305,plane
frog,frog,0.5975642,frog,0.3401857,bird,0.043629307,cat
cat,cat,0.91063774,cat,0.044180978,deer,0.0129445605,plane
deer,cat,0.6912055,cat,0.21390371,bird,0.057197012,dog
plane,deer,0.45304978,deer,0.3778479,plane,0.07210903,ship
dog,frog,0.34744224,frog,0.2833204,deer,0.18329364,bird
ship,cat,0.6042351,cat,0.3174579,deer,0.061973516,ship
plane,plane,0.79804504,plane,0.11121285,ship,0.06561091,deer
car,frog,0.48759398,frog,0.17585875,cat,0.113221034,plane
horse,bird,0.42134804,bird,0.1643696,dog,0.15827963,frog
bird,cat,0.45044217,cat,0.3392188,bird,0.15250659,dog
ship,deer,0.8788378,deer,0.08716095,ship,0.020817205,cat
ship,ship,0.7131998,ship,0.19436485,horse,0.032602552,deer
horse,bird,0.30171692,bird,0.27027792,cat,0.2153884,horse
ship,cat,0.64509964,cat,0.18577757,frog,0.05462728,bird
dog,cat,0.9140967,cat,0.081855804,dog,0.0013931604,bird
car,deer,0.8439138,deer,0.0924106,ship,0.01962365,plane
ship,ship,0.98621154,ship,0.0059231496,deer,0.0044378946,plane
horse,horse,0.60801935,horse,0.38670257,deer,0.0023768507,dog
car,deer,0.7642145,deer,0.13221729,cat,0.04804723,dog
cat,cat,0.53170264,cat,0.18722802,deer,0.1187777,plane
plane,deer,0.7551443,deer,0.23349437,plane,0.0061227847,ship
dog,dog,0.62442964,dog,0.3056486,deer,0.025155937,bird
horse,horse,0.99948835,horse,0.00030875907,deer,0.0001507239,dog
truck,deer,0.5086645,deer,0.22181271,ship,0.19689782,cat
horse,cat,0.8957941,cat,0.08614791,dog,0.014143835,frog
deer,deer,0.9996458,deer,0.00018835264,ship,0.000100095545,cat
dog,cat,0.6585253,cat,0.2642961,dog,0.037838455,plane
truck,deer,0.5876268,deer,0.27377975,ship,0.11901674,cat
ship,plane,0.28658518,plane,0.21656777,ship,0.17473657,bird
plane,plane,0.4314926,plane,0.38192093,bird,0.07784595,cat
horse,horse,0.9930882,horse,0.004761741,dog,0.0007808033,deer
truck,truck,0.8704859,truck,0.042730372,ship,0.02661562,plane
ship,cat,0.6682988,cat,0.094978444,ship,0.08571597,deer
bird,bird,0.9827611,bird,0.008820876,deer,0.00365692,cat
horse,deer,0.97033226,deer,0.011973556,dog,0.0106322095,horse
frog,cat,0.46043175,cat,0.1682803,deer,0.15391397,frog
truck,truck,0.9657263,truck,0.02831139,ship,0.004210701,car
deer,deer,0.95392627,deer,0.03806308,cat,0.0040642396,dog
cat,cat,0.6821539,cat,0.23353535,dog,0.06461134,deer
truck,frog,0.57124203,frog,0.08607091,cat,0.08492573,truck
frog,dog,0.40344548,dog,0.3046668,deer,0.22056475,cat
deer,deer,0.9756881,deer,0.0140174115,bird,0.005399081,cat
horse,deer,0.69649386,deer,0.10993922,cat,0.09359384,plane
frog,bird,0.5670871,bird,0.31047785,cat,0.06727056,frog
dog,dog,0.99735993,dog,0.0022475522,cat,0.00019008305,bird
car,ship,0.5759694,ship,0.33305842,truck,0.077663004,car
dog,dog,0.6462686,dog,0.20230825,cat,0.14027977,bird
ship,deer,0.56733966,deer,0.2524247,bird,0.08301861,ship
ship,ship,0.7438413,ship,0.1135279,deer,0.064957015,cat
plane,plane,0.8142365,plane,0.1567947,ship,0.017356185,deer
deer,deer,0.8363783,deer,0.06390057,cat,0.062176928,ship
plane,ship,0.36738387,ship,0.2949546,deer,0.28264895,cat
dog,dog,0.92731947,dog,0.052817393,deer,0.018280087,cat
dog,cat,0.9517237,cat,0.03811208,dog,0.008241366,bird
car,bird,0.8806652,bird,0.06597192,plane,0.03712075,cat
car,car,0.5960995,car,0.16752346,truck,0.1390578,cat
ship,deer,0.53094596,deer,0.17522295,plane,0.1273083,cat
truck,cat,0.8943627,cat,0.065913916,dog,0.016873304,ship
plane,deer,0.84900254,deer,0.11475189,plane,0.017616633,cat
cat,bird,0.41976807,bird,0.26145002,frog,0.24496752,cat
car,cat,0.6476795,cat,0.15107429,dog,0.08324908,deer
truck,ship,0.87290287,ship,0.07821659,cat,0.02965397,deer
bird,deer,0.60796815,deer,0.34740132,bird,0.019752814,cat
bird,bird,0.9957289,bird,0.004126574,plane,0.00011874498,frog
dog,cat,0.6887312,cat,0.16649178,deer,0.08240733,dog
cat,dog,0.60159296,dog,0.33856747,cat,0.026757808,deer
truck,truck,0.88027954,truck,0.050151005,cat,0.035569526,ship
truck,ship,0.9232681,ship,0.034908824,plane,0.014738867,truck
deer,cat,0.4890248,cat,0.21094626,deer,0.07216234,plane
plane,ship,0.75402397,ship,0.123004496,plane,0.061120357,cat
cat,cat,0.9356488,cat,0.0348245,frog,0.02368059,bird
plane,plane,0.91454965,plane,0.06561101,ship,0.013316261,bird
plane,ship,0.36135253,ship,0.34890357,deer,0.24833322,plane
truck,deer,0.6155433,deer,0.2745,ship,0.043563228,cat
ship,ship,0.9196093,ship,0.07369743,frog,0.0038559763,cat
car,frog,0.35917458,frog,0.20426758,bird,0.17348757,deer
dog,deer,0.7154303,deer,0.26557288,cat,0.010185552,plane
horse,cat,0.8049841,cat,0.09934802,plane,0.03775861,deer
plane,plane,0.87665975,plane,0.04369296,ship,0.03567279,bird
ship,ship,0.9188164,ship,0.043039214,plane,0.026419561,cat
bird,dog,0.41655588,dog,0.26992512,bird,0.23399878,cat
deer,deer,0.99669087,deer,0.0026446148,cat,0.00017408443,bird
horse,deer,0.576516,deer,0.2619376,cat,0.09727162,dog
plane,cat,0.52309203,cat,0.2452412,deer,0.080070585,frog
bird,bird,0.37470025,bird,0.24828051,dog,0.16798614,horse
cat,cat,0.5907946,cat,0.30961314,deer,0.03909392,plane
frog,frog,0.9859686,frog,0.010264973,cat,0.0015475859,bird
cat,cat,0.8572812,cat,0.13323362,dog,0.003041407,horse
ship,ship,0.9507433,ship,0.03563554,deer,0.0059717805,plane
dog,cat,0.64715046,cat,0.10407441,deer,0.09798995,horse
plane,plane,0.9269605,plane,0.068036646,ship,0.0032923892,deer
cat,dog,0.61201215,dog,0.32899976,cat,0.039160013,horse
deer,deer,0.9645921,deer,0.031818748,cat,0.003094008,dog
cat,cat,0.93216556,cat,0.041193802,frog,0.015226613,dog
truck,truck,0.57827026,truck,0.3574105,plane,0.053442124,ship
plane,plane,0.84130836,plane,0.050480697,ship,0.04570022,bird
frog,cat,0.3554623,cat,0.29368165,deer,0.13043818,frog
car,plane,0.6918694,plane,0.16940562,car,0.09938108,ship
plane,deer,0.9288966,deer,0.037151366,ship,0.01885852,bird
truck,deer,0.31017616,deer,0.3060957,truck,0.21088621,cat
car,cat,0.78477937,cat,0.06272512,frog,0.048226472,deer
plane,ship,0.35673392,ship,0.20675278,plane,0.18665415,cat
horse,horse,0.99968326,horse,0.0002607194,deer,4.2890788e-05,dog
truck,deer,0.87612915,deer,0.11341495,ship,0.0035203705,truck
car,car,0.8919107,car,0.08338963,frog,0.0087751765,cat
bird,bird,0.6103714,bird,0.17130238,plane,0.1556591,deer
frog,frog,0.96965784,frog,0.018609298,deer,0.0062264963,bird
truck,deer,0.9697824,deer,0.021732481,ship,0.002264848,truck
cat,cat,0.9871983,cat,0.0062805424,deer,0.003104863,bird
deer,deer,0.9628774,deer,0.01641395,bird,0.010876339,ship
frog,frog,0.9999093,frog,4.438018e-05,truck,3.2225802e-05,cat
plane,plane,0.99289,plane,0.0051530446,ship,0.0005499709,cat
plane,bird,0.4579411,bird,0.38010132,deer,0.14879078,plane
frog,frog,0.99795616,frog,0.0008309412,ship,0.0007878188,cat
frog,frog,0.98738134,frog,0.0034472656,deer,0.0030199948,ship
frog,frog,0.7010973,frog,0.10388353,cat,0.090305306,deer
cat,cat,0.5314077,cat,0.24170555,deer,0.08065418,bird
bird,bird,0.7483489,bird,0.24344629,cat,0.0067416593,dog
frog,frog,0.5675149,frog,0.16411039,cat,0.08957556,plane
car,ship,0.9150902,ship,0.04068386,plane,0.01520018,car
ship,ship,0.8575993,ship,0.07134574,cat,0.034057293,deer
bird,deer,0.45034173,deer,0.31565845,cat,0.1438534,ship
car,deer,0.302749,deer,0.2990251,car,0.17589676,bird
frog,plane,0.45404044,plane,0.31030932,cat,0.14103675,ship
ship,ship,0.9128592,ship,0.030697865,plane,0.028108576,deer
frog,frog,0.99293935,frog,0.006996682,bird,3.0149431e-05,plane
ship,ship,0.75471336,ship,0.10868955,deer,0.07664894,plane
plane,plane,0.5379908,plane,0.31136006,bird,0.061264113,deer
deer,deer,0.92566025,deer,0.06856344,cat,0.001992124,dog
plane,plane,0.9315462,plane,0.03038277,deer,0.015959455,cat
horse,cat,0.68904066,cat,0.1917924,deer,0.071567796,dog
horse,deer,0.9951597,deer,0.0027109233,cat,0.00079314975,ship
dog,dog,0.84550077,dog,0.14263201,cat,0.00525051,frog
dog,deer,0.34071583,deer,0.24153176,cat,0.21548195,dog
cat,cat,0.67677236,cat,0.22904588,deer,0.05595324,frog
dog,cat,0.96028167,cat,0.015943805,dog,0.014099963,deer
bird,bird,0.99990785,bird,4.41463e-05,frog,3.429714e-05,cat
cat,bird,0.46869954,bird,0.19928177,frog,0.08372588,horse
deer,deer,0.9987973,deer,0.0007743251,bird,0.00033102423,horse
car,cat,0.7373384,cat,0.23286317,bird,0.019982316,dog
horse,deer,0.944049,deer,0.049049642,horse,0.0028690097,cat
dog,deer,0.5947797,deer,0.26983175,dog,0.124595985,cat
deer,deer,0.9907594,deer,0.005855724,cat,0.001582333,bird
frog,frog,0.95058185,frog,0.04298547,cat,0.003672131,ship
car,car,0.7880668,car,0.11841651,cat,0.034666937,truck
truck,truck,0.426056,truck,0.26382482,ship,0.20480184,bird
cat,cat,0.9211852,cat,0.045969553,plane,0.010331628,ship
frog,cat,0.79788435,cat,0.11672488,deer,0.048321113,dog
frog,deer,0.32718349,deer,0.32546523,frog,0.2753025,cat
truck,deer,0.7758645,deer,0.11951288,ship,0.05277489,cat
cat,cat,0.88475406,cat,0.045175392,deer,0.0428511,frog
ship,ship,0.8086924,ship,0.059879858,cat,0.057944197,deer
plane,frog,0.87429553,frog,0.104994796,plane,0.015940815,bird
horse,horse,0.49624777,horse,0.4638428,deer,0.033967555,dog
bird,bird,0.99413055,bird,0.0041148798,cat,0.0008141245,frog
frog,frog,0.5051948,frog,0.19859035,cat,0.1911051,bird
bird,plane,0.38194975,plane,0.2452426,bird,0.13858949,cat
dog,cat,0.88822985,cat,0.041202597,deer,0.03359836,dog
ship,bird,0.5160771,bird,0.17495014,deer,0.16178787,plane
dog,cat,0.5514041,cat,0.2170609,dog,0.16964133,deer
deer,cat,0.5381693,cat,0.21774521,dog,0.14635274,deer
frog,frog,0.99270225,frog,0.0034719445,ship,0.0030272414,deer
ship,cat,0.9310927,cat,0.02745977,plane,0.021108756,ship
truck,deer,0.82511544,deer,0.12114305,ship,0.032208484,cat
truck,cat,0.55395526,cat,0.16806598,deer,0.139197,truck
car,cat,0.55169886,cat,0.28221104,plane,0.07665799,deer
plane,plane,0.4798277,plane,0.24636532,ship,0.23600735,deer
bird,bird,0.99998164,bird,1.27544945e-05,frog,4.698869e-06,plane
bird,deer,0.3386593,deer,0.19607611,plane,0.18524203,cat
horse,deer,0.9679691,deer,0.028212817,bird,0.003326607,cat
cat,deer,0.53837085,deer,0.12987502,plane,0.09955503,cat
bird,cat,0.57202375,cat,0.24789986,plane,0.083582304,bird
ship,ship,0.8012545,ship,0.083121695,frog,0.05388004,deer
plane,plane,0.9995332,plane,0.00023063515,bird,0.000117064934,ship
truck,ship,0.5368747,ship,0.30010736,cat,0.06560538,deer
dog,dog,0.96487945,dog,0.021917045,horse,0.008377822,cat
ship,ship,0.9693247,ship,0.017780047,deer,0.0076307342,cat
car,deer,0.7842765,deer,0.14025383,cat,0.047077943,frog
truck,ship,0.89986324,ship,0.03570069,truck,0.033273928,plane
deer,deer,0.9977748,deer,0.0019624485,cat,8.2813305e-05,ship
car,ship,0.8050483,ship,0.12411559,deer,0.034979742,cat
cat,cat,0.71290284,cat,0.20493436,bird,0.0770971,deer
ship,ship,0.53685254,ship,0.39795366,deer,0.030463986,cat
car,frog,0.46198472,frog,0.40896794,car,0.06685297,cat
deer,cat,0.67630994,cat,0.20701993,deer,0.04625162,ship
horse,horse,0.99290764,horse,0.00552655,bird,0.0009329016,deer
truck,truck,0.78010136,truck,0.21733683,ship,0.0015508828,plane
deer,ship,0.47600004,ship,0.39167377,cat,0.09627269,deer
bird,bird,0.47072893,bird,0.34494337,deer,0.14410333,cat
horse,deer,0.8926908,deer,0.082359746,horse,0.01151947,cat
plane,deer,0.8232748,deer,0.12673129,ship,0.016799234,plane
horse,deer,0.9965712,deer,0.0017813372,horse,0.00090018875,cat
plane,ship,0.60247,ship,0.16338481,bird,0.14113209,cat
frog,frog,0.9959162,frog,0.001936879,cat,0.0017598824,deer
frog,frog,0.7941725,frog,0.15586443,bird,0.02261937,plane
truck,cat,0.6170313,cat,0.21521425,deer,0.08839916,plane
plane,plane,0.9957487,plane,0.0026971488,bird,0.0005421347,cat
truck,ship,0.6803487,ship,0.17533638,plane,0.05727595,deer
bird,deer,0.5275512,deer,0.16211651,cat,0.12049589,bird
ship,ship,0.6521414,ship,0.33209494,plane,0.0074508176,bird
horse,cat,0.39432454,cat,0.3640868,horse,0.16617222,dog
bird,bird,0.7885825,bird,0.15611526,horse,0.017493377,deer
bird,cat,0.8689399,cat,0.103624545,dog,0.013963309,bird
dog,dog,0.5798769,dog,0.1571725,cat,0.14867017,horse
car,cat,0.58904505,cat,0.2481492,frog,0.07025252,ship
bird,bird,0.9577306,bird,0.039276533,plane,0.0015075365,ship
frog,bird,0.50152004,bird,0.2697513,plane,0.083242655,frog
bird,frog,0.690241,frog,0.30660853,bird,0.0008467214,cat
truck,cat,0.93343204,cat,0.01545828,bird,0.015424073,dog
frog,cat,0.6736547,cat,0.17261799,deer,0.05432329,dog
bird,bird,0.98271435,bird,0.010938241,dog,0.003974933,cat
cat,cat,0.66464764,cat,0.12164798,frog,0.10784543,bird
plane,plane,0.43247554,plane,0.39530525,ship,0.10740679,cat
cat,frog,0.73412985,frog,0.24347907,cat,0.014279381,ship
truck,ship,0.43973663,ship,0.13859726,horse,0.12117378,truck
ship,plane,0.41505012,plane,0.28309637,bird,0.18567719,cat
horse,deer,0.94370097,deer,0.0199598,cat,0.016565058,dog
ship,ship,0.8841174,ship,0.036258142,plane,0.035079498,deer
ship,ship,0.6467216,ship,0.15931953,cat,0.12034026,deer
deer,cat,0.51648295,cat,0.4015344,deer,0.034406573,frog
plane,plane,0.95524454,plane,0.029998617,frog,0.0075230473,bird
car,plane,0.71951646,plane,0.2300458,ship,0.016477562,deer
ship,cat,0.60144126,cat,0.21607088,ship,0.11355173,plane
bird,bird,0.7778771,bird,0.11783605,cat,0.052001722,deer
horse,horse,0.78661096,horse,0.09494065,deer,0.06319397,dog
truck,ship,0.9997539,ship,0.00014255867,plane,3.0053714e-05,truck
cat,cat,0.5602355,cat,0.1527589,bird,0.12551665,deer
frog,frog,0.918411,frog,0.07401326,ship,0.0033805193,plane
car,frog,0.42527685,frog,0.4223092,deer,0.11580029,ship
truck,truck,0.6598259,truck,0.17241585,deer,0.13105194,ship
plane,cat,0.6817095,cat,0.1899476,dog,0.07738742,plane
horse,horse,0.7617335,horse,0.10980805,bird,0.083966784,dog
cat,cat,0.6742319,cat,0.15994975,dog,0.14146955,deer
