Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class,Num_Layers_Used,Top_Prob_Layer1,Top_Prob_Layer2,Top_Prob_Layer3
frog,frog,96.46644,frog,3.258474,cat,0.22706527,bird,1.0,93.0490255355835,,
frog,cat,54.668182,cat,37.715973,frog,6.238044,deer,1.0,94.41426396369934,,
plane,plane,55.902023,plane,35.441975,cat,4.2908525,ship,4.0,47.769054770469666,47.11655676364899,55.90202212333679
plane,plane,99.98915,plane,0.009143941,bird,0.0011049749,truck,1.0,99.95419979095459,,
horse,horse,97.70858,horse,1.6371224,dog,0.5356981,cat,2.0,60.79896092414856,92.63519644737244,
deer,deer,99.951614,deer,0.046921223,horse,0.0007213026,dog,1.0,97.81549572944641,,
dog,bird,54.86517,bird,33.50463,cat,7.0318894,deer,1.0,86.06120944023132,,
frog,frog,96.38243,frog,3.1731114,cat,0.34294885,dog,1.0,93.62370371818542,,
cat,cat,99.99947,cat,0.00012920272,frog,0.00012325718,dog,1.0,99.96296167373657,,
car,car,99.98729,car,0.0060371254,truck,0.0053291926,ship,1.0,99.97513890266418,,
car,car,99.96074,car,0.017031578,cat,0.008531588,truck,1.0,94.17815208435059,,
cat,cat,99.5671,cat,0.38070196,bird,0.026119078,frog,1.0,97.52203226089478,,
frog,frog,99.99951,frog,0.0002996952,cat,0.00010270711,bird,2.0,66.16430282592773,99.99748468399048,
ship,ship,99.998856,ship,0.000420215,plane,0.00034467093,truck,2.0,74.90036487579346,99.82140064239502,
horse,horse,99.999344,horse,0.00031953858,cat,0.0003146329,dog,1.0,98.54745864868164,,
deer,deer,63.62961,deer,20.107416,cat,8.36461,frog,1.0,99.96259212493896,,
plane,plane,99.71354,plane,0.12447378,cat,0.06598206,bird,1.0,96.40156626701355,,
frog,bird,72.58812,bird,25.1602,frog,0.5636528,ship,4.0,69.71770524978638,68.72326135635376,72.58811593055725
bird,bird,98.88048,bird,1.0745437,frog,0.024938805,cat,2.0,70.69117426872253,94.45574283599854,
car,car,98.66843,car,0.8146016,ship,0.47302634,truck,3.0,45.985713601112366,51.11623406410217,98.6684262752533
cat,cat,99.98142,cat,0.013844012,dog,0.0019609947,plane,1.0,99.84354376792908,,
plane,deer,50.931854,deer,40.18132,plane,4.613133,bird,2.0,70.20810842514038,90.23891687393188,
deer,deer,97.99927,deer,0.48744944,cat,0.37764934,truck,1.0,99.7992753982544,,
bird,frog,98.61688,frog,1.0268545,bird,0.31107116,cat,2.0,38.02361786365509,87.81466484069824,
horse,horse,99.993286,horse,0.0026839061,bird,0.002326039,cat,2.0,40.0023877620697,98.69899153709412,
ship,ship,99.992584,ship,0.0023951689,truck,0.0019440745,car,1.0,97.22319841384888,,
cat,cat,99.422356,cat,0.54241955,dog,0.021779053,plane,1.0,95.62076330184937,,
car,car,99.991714,car,0.0036167654,cat,0.0020825646,truck,2.0,83.8582992553711,99.94194507598877,
bird,bird,99.9975,bird,0.0009884025,cat,0.00086697016,plane,2.0,80.32364845275879,99.85595345497131,
ship,ship,99.842415,ship,0.08386449,cat,0.0190434,car,2.0,48.12653958797455,98.33030104637146,
plane,plane,70.70567,plane,27.413622,bird,0.6234826,deer,4.0,76.45384073257446,50.908029079437256,70.70567607879639
ship,ship,99.121544,ship,0.6633969,cat,0.16923551,bird,2.0,64.24064636230469,97.91930913925171,
cat,cat,87.91965,cat,5.982214,deer,2.525537,frog,1.0,96.7458724975586,,
dog,cat,93.875084,cat,4.844743,dog,1.2250719,frog,3.0,60.30932068824768,69.81624960899353,93.87508630752563
bird,bird,99.270966,bird,0.5095007,cat,0.21523452,plane,1.0,98.39656352996826,,
deer,deer,99.984314,deer,0.010342451,bird,0.0026140288,frog,1.0,99.88104104995728,,
car,car,99.93848,car,0.058140997,truck,0.0018192336,cat,1.0,98.5056221485138,,
ship,ship,99.821754,ship,0.09969912,cat,0.06877658,deer,1.0,96.52871489524841,,
truck,truck,96.83279,truck,3.163298,car,0.0016070725,cat,1.0,98.0755090713501,,
car,frog,91.77014,frog,7.854777,car,0.24292141,cat,1.0,92.75987148284912,,
bird,bird,99.9362,bird,0.06252766,cat,0.001029755,dog,2.0,73.21634888648987,99.83749389648438,
truck,truck,92.0786,truck,7.916598,car,0.0018563836,ship,1.0,89.66973423957825,,
horse,horse,97.311554,horse,1.345655,deer,0.787625,dog,1.0,85.7414186000824,,
bird,bird,89.97972,bird,5.2940836,cat,2.8133624,deer,2.0,74.45789575576782,92.41529107093811,
truck,ship,68.26323,ship,12.740089,plane,12.591098,truck,4.0,70.94498872756958,83.34907293319702,68.2632327079773
frog,frog,97.92738,frog,2.0535398,cat,0.0053731003,car,1.0,97.11872935295105,,
dog,dog,99.140305,dog,0.5227001,bird,0.3153511,cat,2.0,83.60862731933594,97.39340543746948,
frog,frog,99.25559,frog,0.33648732,cat,0.25717366,ship,2.0,80.31156659126282,97.33480215072632,
cat,bird,67.1027,bird,28.494305,deer,2.2032032,cat,1.0,99.8557984828949,,
ship,ship,99.9717,ship,0.012194195,car,0.0047514206,cat,2.0,73.5802948474884,99.90679621696472,
horse,horse,99.98323,horse,0.005168968,deer,0.0050040474,cat,2.0,80.74796199798584,99.88576173782349,
frog,frog,99.99993,frog,6.441571e-05,cat,3.7707405e-06,bird,1.0,99.90897178649902,,
bird,dog,72.41076,dog,13.791008,cat,12.691087,bird,1.0,89.62119221687317,,
dog,dog,93.93772,dog,5.715327,cat,0.23130931,horse,1.0,85.88932752609253,,
bird,bird,99.9065,bird,0.043733973,plane,0.02862392,cat,2.0,57.56500959396362,99.58416819572449,
ship,ship,85.034035,ship,14.12898,plane,0.33727616,bird,1.0,94.6354866027832,,
truck,car,63.162636,car,34.97102,truck,0.9534068,cat,4.0,77.30462551116943,36.4645391702652,63.16263675689697
frog,frog,67.81824,frog,31.39163,cat,0.32261544,car,4.0,50.32588839530945,76.84887647628784,67.81823635101318
plane,plane,98.522644,plane,0.92361057,ship,0.13503337,horse,1.0,87.23616003990173,,
plane,bird,45.278244,bird,43.81164,plane,4.2640867,frog,4.0,64.99592065811157,46.686145663261414,45.27824521064758
dog,dog,73.57939,dog,18.59911,bird,7.266549,cat,4.0,69.94349360466003,76.74207091331482,73.5793948173523
bird,bird,99.66309,bird,0.1274452,horse,0.09450113,cat,1.0,89.17288184165955,,
truck,truck,99.985054,truck,0.013540986,car,0.0012056777,cat,2.0,45.670437812805176,99.96044039726257,
dog,cat,98.117386,cat,0.9750891,dog,0.5153941,bird,1.0,87.34179139137268,,
deer,deer,99.99902,deer,0.00082227023,bird,0.00010545191,horse,1.0,99.65412020683289,,
bird,bird,54.92703,bird,34.140697,plane,8.442072,cat,4.0,60.30057072639465,71.74795866012573,54.927027225494385
car,car,98.22139,car,1.1368233,plane,0.57062197,bird,3.0,78.95423769950867,60.21926999092102,98.22139143943787
frog,frog,52.882927,frog,22.415302,car,21.231916,cat,1.0,85.08463501930237,,
frog,frog,99.99472,frog,0.0031033244,bird,0.0011533289,cat,2.0,40.33294916152954,99.98010993003845,
ship,plane,99.43711,plane,0.22257692,ship,0.16878186,bird,2.0,43.91012489795685,92.8276777267456,
deer,deer,52.82296,deer,46.976807,bird,0.1487298,cat,1.0,99.13681149482727,,
ship,ship,99.55846,ship,0.18587403,truck,0.09179551,horse,2.0,81.79640173912048,93.31499338150024,
deer,deer,95.98349,deer,2.9840693,frog,0.73801696,cat,1.0,99.08421039581299,,
dog,dog,99.881195,dog,0.11406005,cat,0.0027778463,horse,2.0,52.0942747592926,99.78377223014832,
plane,ship,69.674484,ship,29.862291,plane,0.1788834,truck,1.0,96.35642170906067,,
truck,truck,99.9266,truck,0.06999351,car,0.0019946112,ship,1.0,99.49504137039185,,
truck,truck,46.91314,truck,35.659374,plane,9.800639,ship,4.0,83.49122405052185,74.26963448524475,46.91314101219177
truck,truck,99.86493,truck,0.11303391,ship,0.012164767,plane,2.0,48.90827238559723,98.42826724052429,
ship,ship,95.706535,ship,2.133226,frog,0.9284917,bird,2.0,82.18337297439575,86.15780472755432,
truck,truck,49.450275,truck,41.95802,car,8.376212,ship,4.0,77.24092602729797,82.79008269309998,49.45027530193329
truck,truck,99.98803,truck,0.011133214,car,0.0004289644,ship,2.0,61.47944927215576,98.94072413444519,
cat,cat,99.99081,cat,0.008677084,dog,0.00022565918,deer,1.0,98.50068688392639,,
horse,horse,92.17389,horse,6.092172,plane,1.3412039,bird,3.0,53.531378507614136,81.93923830986023,92.1738862991333
dog,dog,56.159122,dog,35.67021,cat,8.086281,bird,4.0,84.24862623214722,55.50357103347778,56.15912079811096
plane,plane,85.98283,plane,13.705624,truck,0.16738647,ship,2.0,78.36894392967224,95.95904350280762,
plane,plane,99.82536,plane,0.11147401,cat,0.039804235,bird,1.0,98.24967980384827,,
dog,dog,99.99029,dog,0.008402474,cat,0.0006106494,bird,1.0,99.27147030830383,,
bird,bird,99.999954,bird,3.4967456e-05,plane,5.8114038e-06,cat,1.0,95.56788802146912,,
bird,cat,53.562927,cat,44.033493,bird,1.1085589,deer,1.0,97.19393253326416,,
cat,cat,99.92334,cat,0.07584662,dog,0.00041739873,plane,1.0,99.4838535785675,,
ship,ship,99.9985,ship,0.00076194305,plane,0.00040368162,bird,1.0,98.85402321815491,,
frog,frog,98.92282,frog,0.49342048,horse,0.35780847,bird,1.0,97.82823920249939,,
cat,cat,98.837776,cat,0.87987685,ship,0.05820469,truck,1.0,99.58651065826416,,
deer,cat,99.51579,cat,0.24096134,dog,0.14277543,bird,1.0,97.77573943138123,,
plane,plane,99.12791,plane,0.5629794,bird,0.28142166,ship,2.0,81.15457892417908,98.61801266670227,
dog,dog,99.721886,dog,0.22370386,cat,0.013792902,ship,2.0,51.83440446853638,99.34669137001038,
ship,ship,99.01439,ship,0.28810346,frog,0.22866365,horse,1.0,91.01935625076294,,
plane,plane,99.939835,plane,0.01538318,horse,0.015203758,ship,1.0,97.5662887096405,,
car,car,76.62593,car,20.60424,truck,1.2758402,plane,4.0,37.14549243450165,59.14437174797058,76.62593126296997
horse,horse,96.58527,horse,2.317501,cat,0.4979067,dog,2.0,58.47213864326477,98.88457655906677,
bird,bird,79.82376,bird,11.273451,horse,6.150046,cat,2.0,79.81199026107788,87.5303328037262,
ship,ship,99.95907,ship,0.034006972,frog,0.004382174,car,2.0,84.99131798744202,99.84580278396606,
ship,ship,99.931946,ship,0.029914849,truck,0.013757279,horse,2.0,31.485095620155334,98.60928654670715,
horse,horse,99.66527,horse,0.110529676,dog,0.094712555,frog,1.0,99.96967315673828,,
ship,ship,99.98609,ship,0.0095255,cat,0.003280902,frog,1.0,97.57664799690247,,
dog,cat,76.55586,cat,23.442823,dog,0.00067618414,horse,1.0,88.93113732337952,,
car,car,97.07074,car,2.6484683,plane,0.176057,ship,2.0,37.21941411495209,97.12673425674438,
ship,ship,87.11189,ship,7.6095114,car,3.647077,plane,1.0,99.51856732368469,,
horse,horse,82.11104,horse,8.4098015,dog,7.4843197,deer,4.0,81.59149885177612,82.44016170501709,82.11103677749634
car,car,99.918755,car,0.046211477,frog,0.013157779,cat,2.0,46.7004120349884,99.20414090156555,
cat,cat,99.99146,cat,0.0062617757,dog,0.0014394067,deer,1.0,96.05467915534973,,
plane,plane,48.92585,plane,44.4448,cat,5.9462724,deer,4.0,54.07570004463196,64.62969183921814,48.92584979534149
dog,dog,98.819275,dog,1.0200427,cat,0.104099885,deer,1.0,99.65794682502747,,
horse,horse,99.99976,horse,0.0001787883,dog,5.247846e-05,deer,1.0,99.99423027038574,,
truck,truck,99.996376,truck,0.0034771115,car,8.5752996e-05,ship,2.0,41.99322462081909,99.93937015533447,
horse,cat,98.62974,cat,0.6896387,dog,0.3692092,horse,1.0,96.2367594242096,,
deer,deer,99.598015,deer,0.18713939,ship,0.1854177,horse,1.0,99.65041875839233,,
dog,dog,99.625565,dog,0.37138382,cat,0.0022352487,bird,2.0,71.95231318473816,94.39808130264282,
truck,ship,96.55499,ship,3.3948514,truck,0.025370115,cat,1.0,96.08550667762756,,
ship,bird,79.73951,bird,17.883904,ship,0.80429363,plane,2.0,52.119845151901245,92.39649772644043,
plane,plane,95.87189,plane,2.5408943,cat,1.4155682,bird,2.0,55.67410588264465,97.35764265060425,
horse,horse,99.97056,horse,0.02320832,dog,0.003708154,cat,1.0,99.97146725654602,,
truck,truck,99.978775,truck,0.021088978,car,6.816204e-05,plane,1.0,93.06681156158447,,
ship,ship,99.2863,ship,0.46074829,cat,0.147542,truck,1.0,97.24182486534119,,
bird,bird,99.6218,bird,0.17848146,horse,0.123588264,car,1.0,97.33428359031677,,
horse,deer,86.96446,deer,13.015554,horse,0.009103972,cat,1.0,99.50161576271057,,
frog,cat,82.058784,cat,14.620392,frog,1.5065972,dog,1.0,96.41384482383728,,
truck,truck,99.99337,truck,0.004339938,car,0.0010878877,horse,1.0,97.09911346435547,,
deer,deer,96.75997,deer,1.323622,bird,1.1135789,dog,1.0,99.23926591873169,,
cat,cat,74.66612,cat,15.296663,dog,4.0274553,truck,1.0,95.35658955574036,,
truck,truck,81.9126,truck,17.987709,car,0.052138932,cat,4.0,75.96608400344849,66.31578207015991,81.91259503364563
frog,cat,47.54736,cat,16.246288,ship,8.693777,deer,4.0,67.05289483070374,46.75176739692688,47.54736125469208
deer,deer,99.99279,deer,0.006583315,cat,0.00042529864,bird,1.0,95.94596028327942,,
horse,horse,89.64288,horse,8.700866,dog,1.5967379,cat,3.0,33.29821228981018,66.25028252601624,89.64288234710693
frog,bird,47.135986,bird,33.05523,cat,18.713093,frog,4.0,63.27154040336609,65.21658301353455,47.135987877845764
dog,dog,99.82974,dog,0.16995671,cat,0.0002185551,horse,1.0,99.09817576408386,,
car,car,99.91958,car,0.0620215,truck,0.007379764,plane,1.0,96.23035788536072,,
dog,cat,77.159096,cat,15.2456875,dog,2.5569134,bird,1.0,94.18978095054626,,
ship,ship,92.511826,ship,2.448427,bird,2.1076577,cat,2.0,48.32911491394043,93.51305365562439,
ship,ship,99.99932,ship,0.0002626297,truck,9.763812e-05,car,1.0,96.22398614883423,,
plane,plane,99.99686,plane,0.0016685142,truck,0.00048207163,ship,1.0,97.10784554481506,,
deer,deer,99.99548,deer,0.0023357107,horse,0.0014113561,cat,1.0,99.63562488555908,,
plane,horse,81.08467,horse,15.234952,plane,1.2143745,truck,2.0,78.00205945968628,91.91808700561523,
dog,dog,92.35093,dog,7.4026527,cat,0.22108795,horse,1.0,91.79807305335999,,
dog,dog,91.30839,dog,8.618192,cat,0.039192617,frog,2.0,50.70413947105408,90.05964994430542,
car,car,99.99764,car,0.0009278423,ship,0.0005438947,truck,1.0,86.13279461860657,,
car,car,99.91189,car,0.08018316,truck,0.006554536,cat,1.0,98.40377569198608,,
ship,ship,99.79187,ship,0.12510617,car,0.05912579,truck,2.0,65.37069082260132,99.79767203330994,
truck,truck,99.988556,truck,0.0039245426,cat,0.0021956256,ship,2.0,66.79229140281677,98.64605665206909,
plane,plane,99.859146,plane,0.077235624,bird,0.037715964,deer,2.0,43.63391995429993,96.0012137889862,
cat,cat,99.96116,cat,0.016863514,dog,0.008089675,plane,1.0,98.70060682296753,,
car,car,99.971085,car,0.01461084,truck,0.00994349,cat,2.0,84.7227931022644,99.71687197685242,
truck,ship,71.93272,ship,27.553993,truck,0.35872686,cat,1.0,92.13274121284485,,
bird,bird,98.84225,bird,0.7524234,cat,0.20407882,plane,3.0,78.15480828285217,49.55351948738098,98.84224534034729
bird,bird,82.78679,bird,17.015638,plane,0.09794134,frog,1.0,97.0754861831665,,
dog,cat,60.193855,cat,37.546574,dog,2.2072344,deer,1.0,94.90991234779358,,
cat,cat,99.61134,cat,0.3804402,dog,0.0036576388,bird,1.0,98.6055314540863,,
truck,truck,98.53829,truck,1.4237301,car,0.010567471,ship,2.0,71.8829095363617,99.3236243724823,
truck,truck,86.12825,truck,5.1815047,frog,4.798999,car,3.0,82.90903568267822,45.00313699245453,86.1282467842102
deer,deer,96.45974,deer,1.4345475,horse,1.2661003,bird,1.0,98.75134825706482,,
plane,cat,37.2957,cat,25.899939,bird,18.627542,ship,4.0,51.73814296722412,46.37019634246826,37.29569911956787
cat,cat,99.984566,cat,0.0088368775,bird,0.003414401,frog,1.0,99.44667220115662,,
plane,plane,99.98257,plane,0.016408673,ship,0.000701259,bird,1.0,99.85465407371521,,
plane,plane,99.498726,plane,0.41329896,ship,0.065331094,car,2.0,48.36064279079437,98.38737845420837,
truck,ship,62.30945,ship,23.674026,truck,10.6404915,car,4.0,49.52855110168457,51.76554322242737,62.309449911117554
ship,ship,99.99932,ship,0.00032755284,truck,0.00026922367,frog,1.0,99.95633959770203,,
car,car,99.951,car,0.015281441,frog,0.014852385,truck,1.0,95.44268250465393,,
dog,cat,99.43359,cat,0.52901405,dog,0.023447625,bird,1.0,96.76041007041931,,
horse,frog,53.48705,frog,39.662544,cat,6.1459937,horse,1.0,87.52955198287964,,
plane,ship,75.10756,ship,22.912357,plane,1.0216634,truck,4.0,65.59195518493652,82.05720782279968,75.10756254196167
ship,ship,89.14064,ship,8.031578,plane,2.4683897,bird,1.0,85.17662286758423,,
bird,cat,85.9218,cat,7.3425746,dog,3.312542,bird,3.0,61.38749122619629,64.28794860839844,85.92180013656616
deer,deer,99.99186,deer,0.0049553537,frog,0.0021594355,cat,1.0,87.66926527023315,,
horse,horse,99.98064,horse,0.018933116,deer,0.0004130512,dog,2.0,52.9598593711853,96.69913053512573,
plane,plane,58.699978,plane,37.84749,cat,1.9378629,bird,4.0,54.98816967010498,46.370744705200195,58.6999773979187
bird,bird,99.97502,bird,0.016444812,deer,0.003956908,dog,1.0,90.79068303108215,,
cat,cat,98.2957,cat,1.4093454,deer,0.17750621,dog,1.0,98.00221920013428,,
frog,frog,99.960175,frog,0.03247707,cat,0.004318366,car,1.0,98.49544763565063,,
cat,cat,97.50921,cat,2.3714113,dog,0.079442546,horse,1.0,87.17781901359558,,
ship,ship,99.99831,ship,0.00041028397,plane,0.00040167666,deer,1.0,99.3001639842987,,
